Item No,Order ID,Part Number,Part Description,Supplier Name,Plant,Order Amount,Date
428,20200604A106,2358664-YYW,1280,SPV,JIT-Rayong,1280,04/06/2020
428,20200605A105,2358664-YYW,1280,SPV,JIT-Rayong,1280,05/06/2020
428,20200606A018,2358664-YYW,320,SPV,JIT-Rayong,320,06/06/2020
428,20200608A156,2358664-YYW,1280,SPV,JIT-Rayong,1280,08/06/2020
428,20200609A106,2358664-YYW,960,SPV,JIT-Rayong,960,09/06/2020
428,20200610A122,2358664-YYW,320,SPV,JIT-Rayong,320,10/06/2020
428,20200615A152,2358664-YYW,1920,SPV,JIT-Rayong,1920,15/06/2020
428,20200616A087,2358664-YYW,960,SPV,JIT-Rayong,960,16/06/2020
428,20200617A113,2358664-YYW,320,SPV,JIT-Rayong,320,17/06/2020
428,20200618A073,2358664-YYW,320,SPV,JIT-Rayong,320,18/06/2020
429,20200602A096,2358665-YYW,960,SPV,JIT-Rayong,960,02/06/2020
429,20200604A107,2358665-YYW,1280,SPV,JIT-Rayong,1280,04/06/2020
429,20200605A106,2358665-YYW,1280,SPV,JIT-Rayong,1280,05/06/2020
429,20200606A019,2358665-YYW,320,SPV,JIT-Rayong,320,06/06/2020
429,20200608A157,2358665-YYW,1280,SPV,JIT-Rayong,1280,08/06/2020
429,20200609A107,2358665-YYW,960,SPV,JIT-Rayong,960,09/06/2020
429,20200610A123,2358665-YYW,320,SPV,JIT-Rayong,320,10/06/2020
429,20200615A153,2358665-YYW,1920,SPV,JIT-Rayong,1920,15/06/2020
429,20200616A088,2358665-YYW,960,SPV,JIT-Rayong,960,16/06/2020
429,20200617A114,2358665-YYW,320,SPV,JIT-Rayong,320,17/06/2020
429,20200618A074,2358665-YYW,320,SPV,JIT-Rayong,320,18/06/2020
430,20200612A072,3409489,200,XCL,Metal,200,12/06/2020
431,20200601A032,1799802,2000,XCL,Metal,2000,01/06/2020
431,20200602A097,1799802,1600,XCL,Metal,1600,02/06/2020
431,20200604A108,1799802,1200,XCL,Metal,1200,04/06/2020
431,20200605A107,1799802,1200,XCL,Metal,1200,05/06/2020
431,20200608A158,1799802,2000,XCL,Metal,2000,08/06/2020
431,20200609A108,1799802,2000,XCL,Metal,2000,09/06/2020
431,20200610A124,1799802,1600,XCL,Metal,1600,10/06/2020
431,20200615A154,1799802,1200,XCL,Metal,1200,15/06/2020
431,20200616A089,1799802,800,XCL,Metal,800,16/06/2020
431,20200617A115,1799802,800,XCL,Metal,800,17/06/2020
431,20200618A075,1799802,800,XCL,Metal,800,18/06/2020
431,20200619A074,1799802,400,XCL,Metal,400,19/06/2020
432,20200602A098,1799809,1000,XCL,Metal,1000,02/06/2020
432,20200604A109,1799809,1000,XCL,Metal,1000,04/06/2020
432,20200608A159,1799809,1000,XCL,Metal,1000,08/06/2020
432,20200615A155,1799809,1000,XCL,Metal,1000,15/06/2020
433,20200601A033,1799812,600,XCL,Metal,600,01/06/2020
433,20200602A099,1799812,500,XCL,Metal,500,02/06/2020
433,20200604A110,1799812,500,XCL,Metal,500,04/06/2020
433,20200605A108,1799812,400,XCL,Metal,400,05/06/2020
433,20200608A160,1799812,500,XCL,Metal,500,08/06/2020
433,20200609A109,1799812,500,XCL,Metal,500,09/06/2020
433,20200610A125,1799812,300,XCL,Metal,300,10/06/2020
433,20200612A073,1799812,200,XCL,Metal,200,12/06/2020
433,20200615A156,1799812,300,XCL,Metal,300,15/06/2020
433,20200616A090,1799812,200,XCL,Metal,200,16/06/2020
433,20200617A116,1799812,200,XCL,Metal,200,17/06/2020
433,20200618A076,1799812,200,XCL,Metal,200,18/06/2020
434,20200601A034,1950483,560,XCL,Metal,560,01/06/2020
434,20200602A100,1950483,560,XCL,Metal,560,02/06/2020
434,20200604A111,1950483,320,XCL,Metal,320,04/06/2020
434,20200605A109,1950483,320,XCL,Metal,320,05/06/2020
434,20200608A161,1950483,560,XCL,Metal,560,08/06/2020
434,20200609A110,1950483,320,XCL,Metal,320,09/06/2020
434,20200610A126,1950483,160,XCL,Metal,160,10/06/2020
434,20200612A074,1950483,240,XCL,Metal,240,12/06/2020
434,20200615A157,1950483,320,XCL,Metal,320,15/06/2020
434,20200616A091,1950483,280,XCL,Metal,280,16/06/2020
434,20200617A117,1950483,280,XCL,Metal,280,17/06/2020
434,20200618A077,1950483,280,XCL,Metal,280,18/06/2020
435,20200601A035,1950492,560,XCL,Metal,560,01/06/2020
435,20200602A101,1950492,450,XCL,Metal,450,02/06/2020
435,20200604A112,1950492,320,XCL,Metal,320,04/06/2020
435,20200605A110,1950492,320,XCL,Metal,320,05/06/2020
435,20200608A162,1950492,560,XCL,Metal,560,08/06/2020
435,20200609A111,1950492,320,XCL,Metal,320,09/06/2020
435,20200610A127,1950492,160,XCL,Metal,160,10/06/2020
435,20200612A075,1950492,240,XCL,Metal,240,12/06/2020
435,20200615A158,1950492,320,XCL,Metal,320,15/06/2020
435,20200616A092,1950492,280,XCL,Metal,280,16/06/2020
435,20200617A118,1950492,280,XCL,Metal,280,17/06/2020
435,20200618A078,1950492,280,XCL,Metal,280,18/06/2020
436,20200601A036,1956472,1600,XCL,Metal,1600,01/06/2020
436,20200602A102,1956472,800,XCL,Metal,800,02/06/2020
436,20200604A113,1956472,800,XCL,Metal,800,04/06/2020
436,20200605A111,1956472,800,XCL,Metal,800,05/06/2020
436,20200608A163,1956472,1600,XCL,Metal,1600,08/06/2020
436,20200609A112,1956472,800,XCL,Metal,800,09/06/2020
436,20200610A128,1956472,800,XCL,Metal,800,10/06/2020
436,20200615A159,1956472,800,XCL,Metal,800,15/06/2020
436,20200616A093,1956472,800,XCL,Metal,800,16/06/2020
436,20200618A079,1956472,800,XCL,Metal,800,18/06/2020
438,20200601A037,2004583,1200,XCL,Metal,1200,01/06/2020
438,20200602A103,2004583,600,XCL,Metal,600,02/06/2020
438,20200604A114,2004583,900,XCL,Metal,900,04/06/2020
438,20200605A112,2004583,900,XCL,Metal,900,05/06/2020
438,20200608A164,2004583,900,XCL,Metal,900,08/06/2020
438,20200609A113,2004583,900,XCL,Metal,900,09/06/2020
438,20200610A129,2004583,300,XCL,Metal,300,10/06/2020
438,20200612A076,2004583,300,XCL,Metal,300,12/06/2020
438,20200615A160,2004583,900,XCL,Metal,900,15/06/2020
438,20200616A094,2004583,600,XCL,Metal,600,16/06/2020
438,20200617A119,2004583,600,XCL,Metal,600,17/06/2020
438,20200618A080,2004583,300,XCL,Metal,300,18/06/2020
439,20200601A038,1799692,2700,XCL,Metal,2700,01/06/2020
439,20200602A104,1799692,2700,XCL,Metal,2700,02/06/2020
439,20200604A115,1799692,1890,XCL,Metal,1890,04/06/2020
439,20200605A113,1799692,1890,XCL,Metal,1890,05/06/2020
439,20200608A165,1799692,2160,XCL,Metal,2160,08/06/2020
439,20200609A114,1799692,1890,XCL,Metal,1890,09/06/2020
439,20200610A130,1799692,1350,XCL,Metal,1350,10/06/2020
439,20200612A077,1799692,810,XCL,Metal,810,12/06/2020
439,20200615A161,1799692,2700,XCL,Metal,2700,15/06/2020
439,20200616A095,1799692,1350,XCL,Metal,1350,16/06/2020
439,20200617A120,1799692,1350,XCL,Metal,1350,17/06/2020
439,20200618A081,1799692,1350,XCL,Metal,1350,18/06/2020
439,20200619A075,1799692,1080,XCL,Metal,1080,19/06/2020
440,20200601A039,1799693,500,XCL,Metal,500,01/06/2020
440,20200602A105,1799693,500,XCL,Metal,500,02/06/2020
440,20200604A116,1799693,400,XCL,Metal,400,04/06/2020
440,20200605A114,1799693,400,XCL,Metal,400,05/06/2020
440,20200608A166,1799693,400,XCL,Metal,400,08/06/2020
440,20200609A115,1799693,350,XCL,Metal,350,09/06/2020
440,20200610A131,1799693,100,XCL,Metal,100,10/06/2020
440,20200612A078,1799693,250,XCL,Metal,250,12/06/2020
440,20200615A162,1799693,400,XCL,Metal,400,15/06/2020
440,20200616A096,1799693,250,XCL,Metal,250,16/06/2020
440,20200617A121,1799693,250,XCL,Metal,250,17/06/2020
440,20200618A082,1799693,200,XCL,Metal,200,18/06/2020
440,20200619A076,1799693,150,XCL,Metal,150,19/06/2020
441,20200601A040,1799705,260,XCL,Metal,260,01/06/2020
441,20200602A106,1799705,390,XCL,Metal,390,02/06/2020
441,20200604A117,1799705,260,XCL,Metal,260,04/06/2020
441,20200605A115,1799705,260,XCL,Metal,260,05/06/2020
441,20200608A167,1799705,390,XCL,Metal,390,08/06/2020
441,20200609A116,1799705,260,XCL,Metal,260,09/06/2020
441,20200610A132,1799705,130,XCL,Metal,130,10/06/2020
441,20200612A079,1799705,260,XCL,Metal,260,12/06/2020
441,20200615A163,1799705,390,XCL,Metal,390,15/06/2020
441,20200616A097,1799705,260,XCL,Metal,260,16/06/2020
441,20200617A122,1799705,260,XCL,Metal,260,17/06/2020
441,20200618A083,1799705,130,XCL,Metal,130,18/06/2020
441,20200619A077,1799705,260,XCL,Metal,260,19/06/2020
442,20200601A041,1799706,260,XCL,Metal,260,01/06/2020
442,20200602A107,1799706,390,XCL,Metal,390,02/06/2020
442,20200604A118,1799706,260,XCL,Metal,260,04/06/2020
442,20200605A116,1799706,260,XCL,Metal,260,05/06/2020
442,20200608A168,1799706,390,XCL,Metal,390,08/06/2020
442,20200609A117,1799706,260,XCL,Metal,260,09/06/2020
442,20200610A133,1799706,130,XCL,Metal,130,10/06/2020
442,20200612A080,1799706,260,XCL,Metal,260,12/06/2020
442,20200615A164,1799706,390,XCL,Metal,390,15/06/2020
442,20200616A098,1799706,260,XCL,Metal,260,16/06/2020
442,20200617A123,1799706,260,XCL,Metal,260,17/06/2020
442,20200618A084,1799706,130,XCL,Metal,130,18/06/2020
442,20200619A078,1799706,260,XCL,Metal,260,19/06/2020
443,20200601A042,1863656,1080,XCL,Metal,1080,01/06/2020
443,20200602A108,1863656,1080,XCL,Metal,1080,02/06/2020
443,20200604A119,1863656,810,XCL,Metal,810,04/06/2020
443,20200605A117,1863656,810,XCL,Metal,810,05/06/2020
443,20200608A169,1863656,810,XCL,Metal,810,08/06/2020
443,20200609A118,1863656,810,XCL,Metal,810,09/06/2020
443,20200610A134,1863656,270,XCL,Metal,270,10/06/2020
443,20200612A081,1863656,405,XCL,Metal,405,12/06/2020
443,20200615A165,1863656,675,XCL,Metal,675,15/06/2020
443,20200616A099,1863656,405,XCL,Metal,405,16/06/2020
443,20200617A124,1863656,405,XCL,Metal,405,17/06/2020
443,20200618A085,1863656,405,XCL,Metal,405,18/06/2020
443,20200619A079,1863656,675,XCL,Metal,675,19/06/2020
444,20200601A043,1950279,400,XCL,Metal,400,01/06/2020
444,20200602A109,1950279,400,XCL,Metal,400,02/06/2020
444,20200604A120,1950279,400,XCL,Metal,400,04/06/2020
444,20200605A118,1950279,400,XCL,Metal,400,05/06/2020
444,20200608A170,1950279,500,XCL,Metal,500,08/06/2020
444,20200609A119,1950279,500,XCL,Metal,500,09/06/2020
444,20200610A135,1950279,200,XCL,Metal,200,10/06/2020
444,20200615A166,1950279,300,XCL,Metal,300,15/06/2020
444,20200616A100,1950279,300,XCL,Metal,300,16/06/2020
444,20200617A125,1950279,200,XCL,Metal,200,17/06/2020
444,20200618A086,1950279,200,XCL,Metal,200,18/06/2020
444,20200619A080,1950279,100,XCL,Metal,100,19/06/2020
445,20200601A044,1950280,400,XCL,Metal,400,01/06/2020
445,20200602A110,1950280,400,XCL,Metal,400,02/06/2020
445,20200604A121,1950280,400,XCL,Metal,400,04/06/2020
445,20200605A119,1950280,400,XCL,Metal,400,05/06/2020
445,20200608A171,1950280,500,XCL,Metal,500,08/06/2020
445,20200609A120,1950280,500,XCL,Metal,500,09/06/2020
445,20200610A136,1950280,200,XCL,Metal,200,10/06/2020
445,20200615A167,1950280,300,XCL,Metal,300,15/06/2020
445,20200616A101,1950280,300,XCL,Metal,300,16/06/2020
445,20200617A126,1950280,200,XCL,Metal,200,17/06/2020
445,20200618A087,1950280,200,XCL,Metal,200,18/06/2020
445,20200619A081,1950280,100,XCL,Metal,100,19/06/2020
446,20200601A045,2254222,480,XCL,Metal,480,01/06/2020
446,20200602A111,2254222,480,XCL,Metal,480,02/06/2020
446,20200604A122,2254222,320,XCL,Metal,320,04/06/2020
446,20200605A120,2254222,320,XCL,Metal,320,05/06/2020
446,20200608A172,2254222,480,XCL,Metal,480,08/06/2020
446,20200609A121,2254222,320,XCL,Metal,320,09/06/2020
446,20200610A137,2254222,160,XCL,Metal,160,10/06/2020
446,20200612A082,2254222,160,XCL,Metal,160,12/06/2020
446,20200615A168,2254222,400,XCL,Metal,400,15/06/2020
446,20200616A102,2254222,240,XCL,Metal,240,16/06/2020
446,20200617A127,2254222,240,XCL,Metal,240,17/06/2020
446,20200618A088,2254222,240,XCL,Metal,240,18/06/2020
446,20200619A082,2254222,160,XCL,Metal,160,19/06/2020
447,20200601A046,1799720,600,XCL,Metal,600,01/06/2020
447,20200602A112,1799720,400,XCL,Metal,400,02/06/2020
447,20200604A123,1799720,200,XCL,Metal,200,04/06/2020
447,20200608A173,1799720,300,XCL,Metal,300,08/06/2020
447,20200609A122,1799720,300,XCL,Metal,300,09/06/2020
447,20200610A138,1799720,450,XCL,Metal,450,10/06/2020
447,20200611A069,1799720,300,XCL,Metal,300,11/06/2020
447,20200615A169,1799720,600,XCL,Metal,600,15/06/2020
447,20200616A103,1799720,400,XCL,Metal,400,16/06/2020
447,20200617A128,1799720,150,XCL,Metal,150,17/06/2020
447,20200618A089,1799720,150,XCL,Metal,150,18/06/2020
447,20200619A083,1799720,150,XCL,Metal,150,19/06/2020
448,20200601A047,1799721,600,XCL,Metal,600,01/06/2020
448,20200602A113,1799721,400,XCL,Metal,400,02/06/2020
448,20200604A124,1799721,200,XCL,Metal,200,04/06/2020
448,20200608A174,1799721,300,XCL,Metal,300,08/06/2020
448,20200609A123,1799721,300,XCL,Metal,300,09/06/2020
448,20200610A139,1799721,450,XCL,Metal,450,10/06/2020
448,20200611A070,1799721,300,XCL,Metal,300,11/06/2020
448,20200615A170,1799721,600,XCL,Metal,600,15/06/2020
448,20200616A104,1799721,400,XCL,Metal,400,16/06/2020
448,20200617A129,1799721,150,XCL,Metal,150,17/06/2020
448,20200618A090,1799721,150,XCL,Metal,150,18/06/2020
448,20200619A084,1799721,150,XCL,Metal,150,19/06/2020
449,20200602A114,2697960,90,XCL,Metal,90,02/06/2020
449,20200604A125,2697960,120,XCL,Metal,120,04/06/2020
449,20200605A121,2697960,150,XCL,Metal,150,05/06/2020
449,20200609A124,2697960,150,XCL,Metal,150,09/06/2020
449,20200610A140,2697960,60,XCL,Metal,60,10/06/2020
449,20200612A083,2697960,90,XCL,Metal,90,12/06/2020
449,20200615A171,2697960,150,XCL,Metal,150,15/06/2020
449,20200616A105,2697960,150,XCL,Metal,150,16/06/2020
449,20200617A130,2697960,90,XCL,Metal,90,17/06/2020
449,20200618A091,2697960,90,XCL,Metal,90,18/06/2020
449,20200619A085,2697960,90,XCL,Metal,90,19/06/2020
450,20200602A115,2697974,100,XCL,Metal,100,02/06/2020
450,20200604A126,2697974,150,XCL,Metal,150,04/06/2020
450,20200605A122,2697974,150,XCL,Metal,150,05/06/2020
450,20200609A125,2697974,150,XCL,Metal,150,09/06/2020
450,20200610A141,2697974,60,XCL,Metal,60,10/06/2020
450,20200612A084,2697974,90,XCL,Metal,90,12/06/2020
450,20200615A172,2697974,150,XCL,Metal,150,15/06/2020
450,20200616A106,2697974,150,XCL,Metal,150,16/06/2020
450,20200617A131,2697974,90,XCL,Metal,90,17/06/2020
450,20200618A092,2697974,90,XCL,Metal,90,18/06/2020
450,20200619A086,2697974,90,XCL,Metal,90,19/06/2020
451,20200602A116,2689991,120,XCL,Metal,120,02/06/2020
451,20200604A127,2689991,120,XCL,Metal,120,04/06/2020
451,20200605A123,2689991,120,XCL,Metal,120,05/06/2020
451,20200608A175,2689991,80,XCL,Metal,80,08/06/2020
451,20200609A126,2689991,160,XCL,Metal,160,09/06/2020
451,20200610A142,2689991,160,XCL,Metal,160,10/06/2020
451,20200611A071,2689991,120,XCL,Metal,120,11/06/2020
451,20200612A085,2689991,120,XCL,Metal,120,12/06/2020
451,20200615A173,2689991,80,XCL,Metal,80,15/06/2020
452,20200602A117,2697975,100,XCL,Metal,100,02/06/2020
452,20200604A128,2697975,150,XCL,Metal,150,04/06/2020
452,20200605A124,2697975,150,XCL,Metal,150,05/06/2020
452,20200609A127,2697975,150,XCL,Metal,150,09/06/2020
452,20200610A143,2697975,60,XCL,Metal,60,10/06/2020
452,20200612A086,2697975,90,XCL,Metal,90,12/06/2020
452,20200615A174,2697975,150,XCL,Metal,150,15/06/2020
452,20200616A107,2697975,150,XCL,Metal,150,16/06/2020
452,20200617A132,2697975,90,XCL,Metal,90,17/06/2020
452,20200618A093,2697975,90,XCL,Metal,90,18/06/2020
452,20200619A087,2697975,90,XCL,Metal,90,19/06/2020
453,20200602A118,2691368,80,XCL,Metal,80,02/06/2020
453,20200604A129,2691368,80,XCL,Metal,80,04/06/2020
453,20200605A125,2691368,80,XCL,Metal,80,05/06/2020
453,20200608A176,2691368,160,XCL,Metal,160,08/06/2020
453,20200609A128,2691368,180,XCL,Metal,180,09/06/2020
453,20200610A144,2691368,80,XCL,Metal,80,10/06/2020
453,20200611A072,2691368,80,XCL,Metal,80,11/06/2020
453,20200612A087,2691368,120,XCL,Metal,120,12/06/2020
453,20200615A175,2691368,80,XCL,Metal,80,15/06/2020
453,20200616A108,2691368,60,XCL,Metal,60,16/06/2020
454,20200601A048,2787118,60,XCL,Metal,60,01/06/2020
454,20200602A119,2787118,90,XCL,Metal,90,02/06/2020
454,20200604A130,2787118,120,XCL,Metal,120,04/06/2020
454,20200605A126,2787118,120,XCL,Metal,120,05/06/2020
454,20200608A177,2787118,150,XCL,Metal,150,08/06/2020
454,20200609A129,2787118,90,XCL,Metal,90,09/06/2020
454,20200610A145,2787118,90,XCL,Metal,90,10/06/2020
454,20200611A073,2787118,150,XCL,Metal,150,11/06/2020
454,20200612A088,2787118,60,XCL,Metal,60,12/06/2020
454,20200618A094,2787118,120,XCL,Metal,120,18/06/2020
454,20200619A088,2787118,69,XCL,Metal,69,19/06/2020
455,20200601A049,2787117,60,XCL,Metal,60,01/06/2020
455,20200602A120,2787117,90,XCL,Metal,90,02/06/2020
455,20200604A131,2787117,120,XCL,Metal,120,04/06/2020
455,20200605A127,2787117,120,XCL,Metal,120,05/06/2020
455,20200608A178,2787117,150,XCL,Metal,150,08/06/2020
455,20200609A130,2787117,90,XCL,Metal,90,09/06/2020
455,20200610A146,2787117,90,XCL,Metal,90,10/06/2020
455,20200611A074,2787117,150,XCL,Metal,150,11/06/2020
455,20200612A089,2787117,60,XCL,Metal,60,12/06/2020
455,20200618A095,2787117,120,XCL,Metal,120,18/06/2020
455,20200619A089,2787117,60,XCL,Metal,60,19/06/2020
456,20200602A121,2691243,80,XCL,Metal,80,02/06/2020
456,20200604A132,2691243,80,XCL,Metal,80,04/06/2020
456,20200605A128,2691243,80,XCL,Metal,80,05/06/2020
456,20200608A179,2691243,180,XCL,Metal,180,08/06/2020
456,20200609A131,2691243,180,XCL,Metal,180,09/06/2020
456,20200610A147,2691243,80,XCL,Metal,80,10/06/2020
456,20200611A075,2691243,80,XCL,Metal,80,11/06/2020
456,20200612A090,2691243,120,XCL,Metal,120,12/06/2020
456,20200615A176,2691243,80,XCL,Metal,80,15/06/2020
456,20200616A109,2691243,60,XCL,Metal,60,16/06/2020
458,20200602A122,2689875,100,XCL,Metal,100,02/06/2020
458,20200604A133,2689875,100,XCL,Metal,100,04/06/2020
458,20200605A129,2689875,100,XCL,Metal,100,05/06/2020
458,20200608A180,2689875,100,XCL,Metal,100,08/06/2020
458,20200609A132,2689875,200,XCL,Metal,200,09/06/2020
458,20200610A148,2689875,100,XCL,Metal,100,10/06/2020
458,20200611A076,2689875,100,XCL,Metal,100,11/06/2020
458,20200612A091,2689875,200,XCL,Metal,200,12/06/2020
459,20200601A050,2697699,200,XCL,Metal,200,01/06/2020
459,20200602A123,2697699,299,XCL,Metal,299,02/06/2020
459,20200604A134,2697699,200,XCL,Metal,200,04/06/2020
459,20200605A130,2697699,200,XCL,Metal,200,05/06/2020
459,20200608A181,2697699,200,XCL,Metal,200,08/06/2020
459,20200609A133,2697699,200,XCL,Metal,200,09/06/2020
459,20200610A149,2697699,200,XCL,Metal,200,10/06/2020
459,20200611A077,2697699,200,XCL,Metal,200,11/06/2020
459,20200612A092,2697699,200,XCL,Metal,200,12/06/2020
459,20200615A177,2697699,200,XCL,Metal,200,15/06/2020
460,20200602A124,2697964,90,XCL,Metal,90,02/06/2020
460,20200604A135,2697964,120,XCL,Metal,120,04/06/2020
460,20200605A131,2697964,150,XCL,Metal,150,05/06/2020
460,20200609A134,2697964,150,XCL,Metal,150,09/06/2020
460,20200610A150,2697964,60,XCL,Metal,60,10/06/2020
460,20200612A093,2697964,90,XCL,Metal,90,12/06/2020
460,20200615A178,2697964,150,XCL,Metal,150,15/06/2020
460,20200616A110,2697964,150,XCL,Metal,150,16/06/2020
460,20200617A133,2697964,90,XCL,Metal,90,17/06/2020
460,20200618A096,2697964,90,XCL,Metal,90,18/06/2020
460,20200619A090,2697964,90,XCL,Metal,90,19/06/2020
461,20200602A125,2691743,300,XCL,Metal,300,02/06/2020
461,20200609A135,2691743,300,XCL,Metal,300,09/06/2020
461,20200615A179,2691743,300,XCL,Metal,300,15/06/2020
461,20200616A111,2691743,300,XCL,Metal,300,16/06/2020
461,20200617A134,2691743,300,XCL,Metal,300,17/06/2020
461,20200619A091,2691743,300,XCL,Metal,300,19/06/2020
462,20200602A126,2690399,120,XCL,Metal,120,02/06/2020
462,20200604A136,2690399,120,XCL,Metal,120,04/06/2020
462,20200605A132,2690399,120,XCL,Metal,120,05/06/2020
462,20200608A182,2690399,80,XCL,Metal,80,08/06/2020
462,20200609A136,2690399,160,XCL,Metal,160,09/06/2020
462,20200610A151,2690399,160,XCL,Metal,160,10/06/2020
462,20200611A078,2690399,120,XCL,Metal,120,11/06/2020
462,20200612A094,2690399,120,XCL,Metal,120,12/06/2020
462,20200615A180,2690399,80,XCL,Metal,80,15/06/2020
463,20200602A127,2691745,300,XCL,Metal,300,02/06/2020
463,20200609A137,2691745,300,XCL,Metal,300,09/06/2020
463,20200615A181,2691745,300,XCL,Metal,300,15/06/2020
463,20200616A112,2691745,300,XCL,Metal,300,16/06/2020
463,20200617A135,2691745,300,XCL,Metal,300,17/06/2020
463,20200619A092,2691745,300,XCL,Metal,300,19/06/2020
464,20200609A138,2697838,120,XCL,Metal,120,09/06/2020
464,20200610A152,2697838,120,XCL,Metal,120,10/06/2020
464,20200611A079,2697838,120,XCL,Metal,120,11/06/2020
464,20200612A095,2697838,120,XCL,Metal,120,12/06/2020
464,20200615A182,2697838,150,XCL,Metal,150,15/06/2020
464,20200616A113,2697838,150,XCL,Metal,150,16/06/2020
464,20200617A136,2697838,90,XCL,Metal,90,17/06/2020
465,20200605A133,2697839,90,XCL,Metal,90,05/06/2020
465,20200609A139,2697839,120,XCL,Metal,120,09/06/2020
465,20200610A153,2697839,120,XCL,Metal,120,10/06/2020
465,20200611A080,2697839,120,XCL,Metal,120,11/06/2020
465,20200612A096,2697839,120,XCL,Metal,120,12/06/2020
465,20200615A183,2697839,150,XCL,Metal,150,15/06/2020
465,20200616A114,2697839,150,XCL,Metal,150,16/06/2020
465,20200617A137,2697839,90,XCL,Metal,90,17/06/2020
466,20200605A134,2770441,400,XCL,Metal,400,05/06/2020
466,20200609A140,2770441,200,XCL,Metal,200,09/06/2020
466,20200610A154,2770441,200,XCL,Metal,200,10/06/2020
466,20200611A081,2770441,200,XCL,Metal,200,11/06/2020
466,20200612A097,2770441,200,XCL,Metal,200,12/06/2020
466,20200615A184,2770441,200,XCL,Metal,200,15/06/2020
466,20200616A115,2770441,400,XCL,Metal,400,16/06/2020
466,20200617A138,2770441,200,XCL,Metal,200,17/06/2020
467,20200615A185,2689975,120,XCL,Metal,120,15/06/2020
467,20200617A139,2689975,120,XCL,Metal,120,17/06/2020
468,20200602A128,2689981,400,XCL,Metal,400,02/06/2020
468,20200604A137,2689981,200,XCL,Metal,200,04/06/2020
468,20200605A135,2689981,300,XCL,Metal,300,05/06/2020
468,20200608A183,2689981,200,XCL,Metal,200,08/06/2020
468,20200609A141,2689981,200,XCL,Metal,200,09/06/2020
468,20200610A155,2689981,300,XCL,Metal,300,10/06/2020
468,20200611A082,2689981,200,XCL,Metal,200,11/06/2020
468,20200612A098,2689981,400,XCL,Metal,400,12/06/2020
468,20200615A186,2689981,100,XCL,Metal,100,15/06/2020
468,20200617A140,2689981,100,XCL,Metal,100,17/06/2020
469,20200602A129,2689982,560,XCL,Metal,560,02/06/2020
469,20200604A138,2689982,400,XCL,Metal,400,04/06/2020
469,20200605A136,2689982,400,XCL,Metal,400,05/06/2020
469,20200608A184,2689982,400,XCL,Metal,400,08/06/2020
469,20200609A142,2689982,320,XCL,Metal,320,09/06/2020
469,20200610A156,2689982,320,XCL,Metal,320,10/06/2020
469,20200611A083,2689982,320,XCL,Metal,320,11/06/2020
469,20200612A099,2689982,640,XCL,Metal,640,12/06/2020
469,20200615A187,2689982,160,XCL,Metal,160,15/06/2020
469,20200617A141,2689982,160,XCL,Metal,160,17/06/2020
470,20200602A130,2504487,200,XCL,Metal,200,02/06/2020
470,20200604A139,2504487,200,XCL,Metal,200,04/06/2020
470,20200605A137,2504487,200,XCL,Metal,200,05/06/2020
470,20200608A185,2504487,240,XCL,Metal,240,08/06/2020
470,20200609A143,2504487,240,XCL,Metal,240,09/06/2020
470,20200610A157,2504487,100,XCL,Metal,100,10/06/2020
470,20200617A142,2504487,150,XCL,Metal,150,17/06/2020
470,20200618A097,2504487,150,XCL,Metal,150,18/06/2020
470,20200619A093,2504487,100,XCL,Metal,100,19/06/2020
471,20200602A131,2527373,150,XCL,Metal,150,02/06/2020
471,20200604A140,2527373,225,XCL,Metal,225,04/06/2020
471,20200605A138,2527373,225,XCL,Metal,225,05/06/2020
471,20200608A186,2527373,225,XCL,Metal,225,08/06/2020
471,20200609A144,2527373,225,XCL,Metal,225,09/06/2020
471,20200610A158,2527373,150,XCL,Metal,150,10/06/2020
471,20200617A143,2527373,75,XCL,Metal,75,17/06/2020
471,20200618A098,2527373,120,XCL,Metal,120,18/06/2020
471,20200619A094,2527373,120,XCL,Metal,120,19/06/2020
472,20200604A141,2588636,400,XCL,Metal,400,04/06/2020
472,20200605A139,2588636,400,XCL,Metal,400,05/06/2020
472,20200608A187,2588636,200,XCL,Metal,200,08/06/2020
472,20200609A145,2588636,200,XCL,Metal,200,09/06/2020
472,20200610A159,2588636,200,XCL,Metal,200,10/06/2020
472,20200611A084,2588636,200,XCL,Metal,200,11/06/2020
472,20200612A100,2588636,200,XCL,Metal,200,12/06/2020
472,20200615A188,2588636,400,XCL,Metal,400,15/06/2020
472,20200616A116,2588636,400,XCL,Metal,400,16/06/2020
472,20200617A144,2588636,400,XCL,Metal,400,17/06/2020
472,20200618A099,2588636,400,XCL,Metal,400,18/06/2020
472,20200619A095,2588636,400,XCL,Metal,400,19/06/2020
473,20200604A142,2524290,160,XCL,Metal,160,04/06/2020
473,20200605A140,2524290,160,XCL,Metal,160,05/06/2020
473,20200609A146,2524290,80,XCL,Metal,80,09/06/2020
473,20200610A160,2524290,80,XCL,Metal,80,10/06/2020
473,20200611A085,2524290,80,XCL,Metal,80,11/06/2020
473,20200612A101,2524290,80,XCL,Metal,80,12/06/2020
473,20200615A189,2524290,160,XCL,Metal,160,15/06/2020
473,20200616A117,2524290,160,XCL,Metal,160,16/06/2020
473,20200617A145,2524290,160,XCL,Metal,160,17/06/2020
473,20200618A100,2524290,160,XCL,Metal,160,18/06/2020
