File ID,Order ID,Supplier,Plant,Part No,Due Date,Order Qty,Pakage No,Pakage Qty,Route&Qty,Uploaded By,Uploaded Date
AD20112401,20200610A003,AUN,Metal,MAIN PIPE LH RR BACK,10/06/2020,100,12,9.00,aun-metal-1,Batman,27/11/2020
AD20112401,20200609A002,AUN,Metal,RR MEMB PIPE RH R/C,09/06/2020,150,12,5.00,aun-metal-1,Batman,28/11/2020
AD20112401,20200609A009,AUN,Metal,VERTICAL PIPE A/R 1,09/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200611A008,AUN,Metal,VERTICAL PIPE A/R 1,11/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200612A003,AUN,Metal,VERTICAL PIPE A/R 1,12/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200619A007,AUN,Metal,MAIN PIPE LH RR BACK,19/06/2020,50,12,5.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200602A005,AUN,Metal,CTR PIPE LH RR BACK,02/06/2020,100,12,9.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200609A007,AUN,Metal,CTR PIPE LH RR BACK,09/06/2020,100,12,9.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200615A007,AUN,Metal,CTR PIPE LH RR BACK,15/06/2020,150,12,13.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200616A002,AUN,Metal,CTR PIPE LH RR BACK,16/06/2020,50,12,5.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200617A006,AUN,Metal,CTR PIPE LH RR BACK,17/06/2020,50,12,5.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200618A004,AUN,Metal,CTR PIPE LH RR BACK,18/06/2020,100,12,9.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200619A008,AUN,Metal,CTR PIPE LH RR BACK,19/06/2020,50,12,5.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200602A006,AUN,Metal,TUBE LWR RR SEAT BACK,02/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200604A005,AUN,Metal,TUBE LWR RR SEAT BACK,04/06/2020,150,12,13.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200605A006,AUN,Metal,TUBE LWR RR SEAT BACK,05/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200601A006,AUN,Metal,CTR PIPE LH RR BACK,01/06/2020,150,12,13.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200609A008,AUN,Metal,TUBE LWR RR SEAT BACK,09/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200611A007,AUN,Metal,TUBE LWR RR SEAT BACK,11/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200616A003,AUN,Metal,TUBE LWR RR SEAT BACK,16/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200617A007,AUN,Metal,TUBE LWR RR SEAT BACK,17/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200618A005,AUN,Metal,TUBE LWR RR SEAT BACK,18/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200619A009,AUN,Metal,TUBE LWR RR SEAT BACK,19/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200602A007,AUN,Metal,VERTICAL PIPE A/R 1,02/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200604A006,AUN,Metal,VERTICAL PIPE A/R 1,04/06/2020,150,12,13.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200616A004,AUN,Metal,VERTICAL PIPE A/R 1,16/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200617A008,AUN,Metal,VERTICAL PIPE A/R 1,17/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200618A006,AUN,Metal,VERTICAL PIPE A/R 1,18/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200619A010,AUN,Metal,VERTICAL PIPE A/R 1,19/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200602A008,AUN,Metal,VERTICAL PIPE A/R 2,02/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200608A008,AUN,Metal,VERTICAL PIPE A/R 1,08/06/2020,250,12,21.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200605A008,AUN,Metal,VERTICAL PIPE A/R 2,05/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200609A010,AUN,Metal,VERTICAL PIPE A/R 2,09/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200611A009,AUN,Metal,VERTICAL PIPE A/R 2,11/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200610A006,AUN,Metal,VERTICAL PIPE A/R 1,10/06/2020,200,12,17.00,aun-metal-1,Batman,27/11/2020
AD20112401,20200610A004,AUN,Metal,CTR PIPE LH RR BACK,10/06/2020,100,12,9.00,aun-metal-1,Batman,27/11/2020
AD20112401,20200610A005,AUN,Metal,TUBE LWR RR SEAT BACK,10/06/2020,200,12,17.00,aun-metal-1,Batman,27/11/2020
AD20112401,20200610A007,AUN,Metal,VERTICAL PIPE A/R 2,10/06/2020,200,12,17.00,aun-metal-1,Batman,27/11/2020
AD20112401,20200618A009,AUN,Metal,TUBE LWR RR SEAT BACK2PT BELT,18/06/2020,120,12,10.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200604A010,AUN,Metal,VERTICAL PIPE A/R 2PT,04/06/2020,240,12,20.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200612A004,AUN,Metal,VERTICAL PIPE A/R 2,12/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200615A010,AUN,Metal,VERTICAL PIPE A/R 2,15/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200616A005,AUN,Metal,VERTICAL PIPE A/R 2,16/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200617A009,AUN,Metal,VERTICAL PIPE A/R 2,17/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200619A011,AUN,Metal,VERTICAL PIPE A/R 2,19/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200602A009,AUN,Metal,TUBE ASSY UPR RR SEATBACK 3PT BELT,02/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200604A008,AUN,Metal,TUBE ASSY UPR RR SEATBACK 3PT BELT,04/06/2020,150,12,13.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200605A009,AUN,Metal,TUBE ASSY UPR RR SEATBACK 3PT BELT,05/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200609A011,AUN,Metal,TUBE ASSY UPR RR SEATBACK 3PT BELT,09/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200611A010,AUN,Metal,TUBE ASSY UPR RR SEATBACK 3PT BELT,11/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200612A005,AUN,Metal,TUBE ASSY UPR RR SEATBACK 3PT BELT,12/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200615A011,AUN,Metal,TUBE ASSY UPR RR SEATBACK 3PT BELT,15/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200616A006,AUN,Metal,TUBE ASSY UPR RR SEATBACK 3PT BELT,16/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200617A010,AUN,Metal,TUBE ASSY UPR RR SEATBACK 3PT BELT,17/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200618A008,AUN,Metal,TUBE ASSY UPR RR SEATBACK 3PT BELT,18/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200619A012,AUN,Metal,TUBE ASSY UPR RR SEATBACK 3PT BELT,19/06/2020,200,12,17.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200609A012,AUN,Metal,TUBE LWR RR SEAT BACK2PT BELT,09/06/2020,120,12,10.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200611A011,AUN,Metal,TUBE LWR RR SEAT BACK2PT BELT,11/06/2020,60,12,5.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200615A012,AUN,Metal,TUBE LWR RR SEAT BACK2PT BELT,15/06/2020,120,12,10.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200616A007,AUN,Metal,TUBE LWR RR SEAT BACK2PT BELT,16/06/2020,120,12,10.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200609A013,AUN,Metal,VERTICAL PIPE A/R 2PT,09/06/2020,240,12,20.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200615A013,AUN,Metal,VERTICAL PIPE A/R 2PT,15/06/2020,240,12,20.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200616A008,AUN,Metal,VERTICAL PIPE A/R 2PT,16/06/2020,240,12,20.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200617A012,AUN,Metal,VERTICAL PIPE A/R 2PT,17/06/2020,240,12,20.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200618A010,AUN,Metal,VERTICAL PIPE A/R 2PT,18/06/2020,240,12,20.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200604A011,AUN,Metal,TUBE ASSY UPR RR SEATBACK 2PT BELT,04/06/2020,120,12,10.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200608A012,AUN,Metal,VERTICAL PIPE A/R 2PT,08/06/2020,360,12,30.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200609A014,AUN,Metal,TUBE ASSY UPR RR SEATBACK 2PT BELT,09/06/2020,120,12,10.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200611A013,AUN,Metal,TUBE ASSY UPR RR SEATBACK 2PT BELT,11/06/2020,60,12,5.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200615A014,AUN,Metal,TUBE ASSY UPR RR SEATBACK 2PT BELT,15/06/2020,120,12,10.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200616A009,AUN,Metal,TUBE ASSY UPR RR SEATBACK 2PT BELT,16/06/2020,120,12,10.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200617A013,AUN,Metal,TUBE ASSY UPR RR SEATBACK 2PT BELT,17/06/2020,120,12,10.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200610A008,AUN,Metal,TUBE ASSY UPR RR SEATBACK 3PT BELT,10/06/2020,200,12,17.00,aun-metal-1,Batman,27/11/2020
AD20112401,20200610A009,AUN,Metal,TUBE LWR RR SEAT BACK2PT BELT,10/06/2020,120,12,10.00,aun-metal-1,Batman,27/11/2020
AD20112401,20200609A018,AUN,Metal,PIPE SUB-ASSY CUSH RH,09/06/2020,100,12,9.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200611A017,AUN,Metal,PIPE SUB-ASSY CUSH RH,11/06/2020,100,12,9.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200618A011,AUN,Metal,TUBE ASSY UPR RR SEATBACK 2PT BELT,18/06/2020,120,12,10.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200604A012,AUN,Metal,MAIN PIPE BACK FR LH/RH,04/06/2020,100,12,9.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200609A015,AUN,Metal,MAIN PIPE BACK FR LH/RH,09/06/2020,100,12,9.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200611A014,AUN,Metal,MAIN PIPE BACK FR LH/RH,11/06/2020,100,12,9.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200612A006,AUN,Metal,MAIN PIPE BACK FR LH/RH,12/06/2020,100,12,9.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200617A014,AUN,Metal,MAIN PIPE BACK FR LH/RH,17/06/2020,100,12,9.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200618A012,AUN,Metal,MAIN PIPE BACK FR LH/RH,18/06/2020,100,12,9.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200604A013,AUN,Metal,ASM WIRE SUPPORTFSB FRM BENCH,04/06/2020,100,12,9.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200609A016,AUN,Metal,ASM WIRE SUPPORTFSB FRM BENCH,09/06/2020,100,12,9.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200611A015,AUN,Metal,ASM WIRE SUPPORTFSB FRM BENCH,11/06/2020,100,12,9.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200612A007,AUN,Metal,ASM WIRE SUPPORTFSB FRM BENCH,12/06/2020,100,12,9.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200617A015,AUN,Metal,ASM WIRE SUPPORTFSB FRM BENCH,17/06/2020,100,12,9.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200618A013,AUN,Metal,ASM WIRE SUPPORTFSB FRM BENCH,18/06/2020,100,12,9.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200602A010,AUN,Metal,ASM WIRE SUPPORTFSC FRM BENCH RH,02/06/2020,100,12,9.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200604A014,AUN,Metal,ASM WIRE SUPPORTFSC FRM BENCH RH,04/06/2020,100,12,9.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200611A016,AUN,Metal,ASM WIRE SUPPORTFSC FRM BENCH RH,11/06/2020,100,12,9.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200612A008,AUN,Metal,ASM WIRE SUPPORTFSC FRM BENCH RH,12/06/2020,100,12,9.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200615A015,AUN,Metal,ASM WIRE SUPPORTFSC FRM BENCH RH,15/06/2020,100,12,9.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200616A010,AUN,Metal,ASM WIRE SUPPORTFSC FRM BENCH RH,16/06/2020,100,12,9.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200602A011,AUN,Metal,PIPE SUB-ASSY CUSH RH,02/06/2020,100,12,9.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200604A015,AUN,Metal,PIPE SUB-ASSY CUSH RH,04/06/2020,100,12,9.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200612A009,AUN,Metal,PIPE SUB-ASSY CUSH RH,12/06/2020,100,12,9.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200615A016,AUN,Metal,PIPE SUB-ASSY CUSH RH,15/06/2020,100,12,9.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200604A016,AUN,Metal,CUSH WIRE -A RH,04/06/2020,150,12,13.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200605A010,AUN,Metal,CUSH WIRE -A RH,05/06/2020,150,12,13.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200609A019,AUN,Metal,CUSH WIRE -A RH,09/06/2020,450,12,38.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200608A016,AUN,Metal,CUSH WIRE -A RH,08/06/2020,600,12,50.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200612A010,AUN,Metal,CUSH WIRE -A RH,12/06/2020,300,12,25.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200615A017,AUN,Metal,CUSH WIRE -A RH,15/06/2020,300,12,25.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200616A012,AUN,Metal,CUSH WIRE -A RH,16/06/2020,300,12,25.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200617A016,AUN,Metal,CUSH WIRE -A RH,17/06/2020,150,12,13.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200618A014,AUN,Metal,CUSH WIRE -A RH,18/06/2020,300,12,25.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200610A015,AUN,Metal,PIPE SUB-ASSY CUSH RH,10/06/2020,100,12,9.00,aun-metal-1,Batman,27/11/2020
AD20112401,20200610A013,AUN,Metal,ASM WIRE SUPPORTFSB FRM BENCH,10/06/2020,100,12,9.00,aun-metal-1,Batman,27/11/2020
AD20112401,20200610A016,AUN,Metal,CUSH WIRE -A RH,10/06/2020,300,12,25.00,aun-metal-1,Batman,27/11/2020
AD20112401,20200609A022,AUN,Metal,CUSH WIRE -D,09/06/2020,450,12,38.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200619A013,AUN,Metal,CUSH WIRE -A RH,19/06/2020,300,12,25.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200604A017,AUN,Metal,CUSH WIRE -B,04/06/2020,150,12,13.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200605A011,AUN,Metal,CUSH WIRE -B,05/06/2020,150,12,13.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200611A019,AUN,Metal,CUSH WIRE -B,11/06/2020,300,12,25.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200612A011,AUN,Metal,CUSH WIRE -B,12/06/2020,300,12,25.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200615A018,AUN,Metal,CUSH WIRE -B,15/06/2020,300,12,25.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200616A013,AUN,Metal,CUSH WIRE -B,16/06/2020,300,12,25.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200619A014,AUN,Metal,CUSH WIRE -B,19/06/2020,300,12,25.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200604A018,AUN,Metal,CUSH WIRE -C,04/06/2020,150,12,13.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200605A012,AUN,Metal,CUSH WIRE -C,05/06/2020,150,12,13.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200609A021,AUN,Metal,CUSH WIRE -C,09/06/2020,450,12,38.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200611A020,AUN,Metal,CUSH WIRE -C,11/06/2020,300,12,25.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200612A012,AUN,Metal,CUSH WIRE -C,12/06/2020,300,12,25.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200616A014,AUN,Metal,CUSH WIRE -C,16/06/2020,300,12,25.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200617A018,AUN,Metal,CUSH WIRE -C,17/06/2020,150,12,13.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200618A016,AUN,Metal,CUSH WIRE -C,18/06/2020,300,12,25.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200619A015,AUN,Metal,CUSH WIRE -C,19/06/2020,300,12,25.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200604A019,AUN,Metal,CUSH WIRE -D,04/06/2020,150,12,13.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200605A013,AUN,Metal,CUSH WIRE -D,05/06/2020,150,12,13.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200608A017,AUN,Metal,CUSH WIRE -B,08/06/2020,600,12,50.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200611A021,AUN,Metal,CUSH WIRE -D,11/06/2020,300,12,25.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200612A013,AUN,Metal,CUSH WIRE -D,12/06/2020,300,12,25.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200615A020,AUN,Metal,CUSH WIRE -D,15/06/2020,300,12,25.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200617A019,AUN,Metal,CUSH WIRE -D,17/06/2020,150,12,13.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200618A017,AUN,Metal,CUSH WIRE -D,18/06/2020,300,12,25.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200619A016,AUN,Metal,CUSH WIRE -D,19/06/2020,300,12,25.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200604A020,AUN,Metal,CUSH WIRE-E,04/06/2020,150,12,13.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200605A014,AUN,Metal,CUSH WIRE-E,05/06/2020,150,12,13.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200608A021,AUN,Metal,CUSH WIRE -A LH,08/06/2020,600,12,50.00,aun-metal-1,Batman,24/11/2020
AD20112401,20200611A022,AUN,Metal,CUSH WIRE-E,11/06/2020,300,12,25.00,aun-metal-1,Batman,24/11/2020
